"id","price","school","lat","lon","rate","hoa","hvac","garage","view","year","bath","bed","stories","lot","living"
161,-0.250293285042695,0,0.606912662971313,0.561716409908295,-0.352248484054871,0,1,1,0,3,1,2,1,-0.0231669734448326,-0.914774281842114
162,-0.582973559601812,1,0.794850943479016,1.47355100614958,-0.369818915640671,1,1,1,0,6,3,2,2,-0.00749033866844547,-0.461941366298989
163,-0.408701144195743,0,-1.27301229144357,-0.261046751913326,-0.377293319622872,1,1,0,0,6,3,3,1,-0.021780873278018,-0.173065196038719
164,-0.612649802514725,1,NA,1.94431536462499,-0.228713833512569,1,0,1,0,6,3,3,2,-0.00167715051636782,-0.087183091366747
165,-0.30122996453677,0,-1.01501829251914,-0.567938487257999,-0.22886564158889,0,1,NA,0,5,2,3,1,-0.0165298550288309,-0.586860791276403
168,-0.0945768338732143,1,-1.43658174387264,-2.52760497671074,0.312092988222671,0,0,1,1,5,2,4,1,NA,-0.0247233788780401
169,-0.33568092426259,1,1.29561418944592,0.605592869587248,-0.181286972582916,0,1,3,0,4,2,3,1,-0.0251152435145376,-0.399481653810282
170,-0.0831444307453239,0,-1.35597668137102,-0.872130799347691,-0.166709025541298,1,1,1,0,5,3,3,2,0.000277268286650126,0.279767719504406
171,-0.504972145923425,1,-0.119228872741799,0.971614270219054,NA,0,1,0,0,4,2,4,1,-0.00480334221072327,-0.251139836649603
173,-0.440776900488052,0,-0.999294036240853,-0.658806468689852,-0.36792567873595,0,1,0,0,5,3,3,2,-0.0218081033826893,-0.493171222543342
174,0.0601472171422473,1,-1.16018866572173,-2.37498885729007,0.332479822226602,1,1,2,0,6,4,5,2,-0.0166616135998209,1.13858876622413
175,-0.0312397003403655,0,0.775551650504075,-1.4560583286261,-0.214261784628772,1,1,0,1,6,4,5,2,-0.0189603614683593,0.966824556880183
176,-0.274825156921784,0,0.145478017247122,1.56754762365491,-0.367932524257172,1,0,0,0,6,3,3,2,-0.0153554469660736,-0.134027875733277
177,-0.119807965211423,0,0.198800692283196,1.09413928852459,-0.343435109667059,0,1,2,0,4,2,3,1,-0.00728128173580804,-0.157450267916542
178,-0.612325448317657,0,0.43191808923289,NA,-0.336521557503452,0,1,0,0,4,3,4,1,0.00506713153737231,-0.391674189749193
179,-0.276559170521411,0,0.777437939101747,0.294970024094636,-0.34713780145805,1,1,2,1,5,3,2,2,0.00418698428315928,-0.337021941321575
180,-0.127197882168501,0,1.47535318590494,-0.485074971545256,-0.364621114552435,1,1,2,0,5,2,4,1,-0.00572389542670655,0.193885614832434
181,-0.3805158615516,1,-1.12590676910241,-0.633327707226989,-0.245903910329927,0,1,2,0,5,2,4,1,-0.00872623406433142,-0.579053327215314
182,-0.698422911994577,1,-0.611545783274132,0.782754458005629,-0.197404684338173,1,NA,3,0,5,2,2,1,-0.00273385425570741,-0.69616528813164
184,-0.684472599342859,1,NA,2.39245580358369,-0.361671785379495,1,1,2,0,6,3,3,2,0.00192600720497133,-0.64932050376511
186,-0.565490112936558,0,0.72992793326858,0.479194128206818,-0.229122743058794,0,1,3,0,4,2,3,1,-0.0120421581009124,-0.664935431887286
187,-0.0248922538325917,0,-1.00251780966381,-0.90290679522734,-0.31881670956567,1,1,3,1,6,4,4,2,-0.0178096699483802,0.467146856970527
189,-0.444916000357095,0,1.36116283402939,1.13344838945746,-0.154962384554943,1,1,2,NA,5,3,3,2,-0.0104259196301021,0.115810974221551
191,-0.114715057356491,1,-1.11882434285862,-2.36644389472831,0.402958956527615,1,1,2,0,6,3,4,1,-0.010023616793346,0.474954321031616
192,0.260006911910208,1,-1.05921724074733,-2.50541029866879,0.378562172543297,1,1,2,0,6,4,5,1,-0.0192634061816363,0.943402164696918
199,-0.252360925757251,1,0.623598962552645,-0.937609952103109,-0.368499196435763,1,1,0,0,5,2,3,2,-0.00962482751848304,NA
200,-0.38261456732417,0,0.196239456516674,1.48167606340067,-0.228589980059461,0,1,0,1,5,2,3,1,-0.00905123853944002,-0.641513039704021
201,-0.736828785496692,0,-1.13251722176842,0.200039930774144,-0.154943303514416,0,1,0,0,5,2,3,1,-0.00173775945902321,-0.711780216253816
203,0.193550862685977,1,0.245033099543788,0.426846773501517,-0.272422500434605,0,1,2,0,3,3,4,2,0.00465428801493706,0.147040830465904
204,-0.425037140231733,0,0.875734369734799,0.912101635269701,-0.23808236620471,0,1,1,0,4,2,2,1,0.0056205175355302,-0.391674189749193
205,0.303500781523991,0,-0.7638727671743,-1.26411874213662,-0.194124504144338,1,1,5,1,6,4,4,2,-0.0226531150179717,0.810675275658415
207,-0.272275247635999,0,0.79727551481792,0.827390207293664,-0.332052281475631,0,0,2,0,4,2,3,1,0.00208060392826623,-0.633705575642933
208,-0.308158808250275,0,-1.04108980664217,-0.167306633757447,-0.272368713018872,0,1,2,0,4,2,2,1,-0.00758784001097805,-0.727395144375993
209,-0.690798035674558,0,2.23792148342751,0.458972961300103,4.09999729810432,1,1,0,0,5,2,3,1,-0.00791899321939951,-0.758625000620347
211,-0.434537665732293,0,-1.00907263425195,-0.15362128846162,-0.255422505027142,0,0,1,0,4,2,2,1,-0.00559389363666311,-0.891351889658849
212,-0.0813451870883955,1,-0.607872753547477,-2.75921314751581,0.306629519168197,0,0,2,0,4,2,4,1,-0.0105717324486643,-0.563438399093138
213,-0.651370476315983,1,0.592496976075005,1.90738198246909,-0.304864407567233,1,1,3,0,6,2,3,1,-0.00547531092277213,-0.703972752192728
215,-0.662103290999997,0,-1.1169984693937,0.213002619119623,-0.24724239571866,0,1,0,0,4,2,3,1,-0.00470408408724415,-0.883544425597761
216,0.0979782980202041,0,0.684949017702942,0.61994205090502,-0.373353834015324,0,1,1,0,4,2,3,1,-0.0149619280340502,-0.305792085077221
217,-0.19413703325815,1,-0.137249814747384,1.17310326160575,-0.314690438856889,0,0,0,0,2,0,1,1,0.00655688178003228,-0.391674189749193
218,1.94830830269058,0,-0.365673419989745,0.13511123539893,-0.272905560912427,0,NA,3,1,6,5,5,2,0.000636529990216121,0.592066281947941
222,-0.581901443340238,1,-1.19374009898589,0.989582803624444,-0.319335404818072,1,1,0,0,6,2,3,1,-0.0125077050517437,-0.555630935032049
224,-0.282986150344524,0,1.53619291719172,0.18065665417499,4.00012525807119,0,1,2,0,5,3,3,2,-0.0230483907309416,0.31099757574876
225,-0.737589700720524,0,-1.05911069547453,0.338739601414593,-0.317863006890075,0,1,0,0,4,2,3,1,-0.00357447393862344,-0.906966817781026
226,-0.308034856441422,1,NA,1.37574708989027,-0.273719265866832,1,0,0,0,6,2,3,1,0.00273324804990324,0.170463222649169
227,-0.193448845824837,1,-0.641165584224402,-0.861559782868202,-0.26480181141516,0,1,2,0,5,2,4,1,-0.0229842682263931,-0.251139836649603
228,-0.249334749399718,0,-0.913454739849605,-0.917480884812061,-0.272556234623321,1,1,0,NA,5,3,4,2,-0.0135600168387169,-0.0325308429391285
229,0.802217463825629,0,-0.626908058210958,0.0877265609789935,-0.342952939681896,0,0,2,0,6,3,3,2,0.00684850741715675,0.139233366404816
231,0.225898309727013,0,-0.977894924707846,-1.41552566154758,-0.212902317298784,1,0,0,0,6,4,5,2,-0.00705817055559835,0.615488674131206
234,-0.546990629151761,0,-1.28197415323426,-0.482069920857691,-0.310361283458305,1,1,3,0,6,2,3,1,-0.00158491951667484,-0.688357824070551
237,-0.245956447431676,1,0.455240620707095,-0.28979553626375,-0.154881618272504,1,1,0,0,5,3,3,2,0.00496963019483973,-0.118412947611101
238,0.855707027058803,1,-0.0553611231166123,-1.09025737526018,-0.290599216867967,1,1,3,0,5,4,4,2,-0.0127773709270365,1.24789326307936
241,0.799647265782127,1,-0.798791148236509,-2.79459939576566,0.345251236558741,1,1,1,1,6,4,4,1,0.0037723839797775,1.0917439818576
242,-0.582712115423109,1,NA,0.967773112262531,-0.199243013111616,1,1,1,0,6,2,3,1,-0.0196270598375686,-0.469748830360077
244,-0.255616904015777,1,-1.56614055853432,-0.109726010205585,-0.369940589247973,1,NA,2,0,5,3,3,2,-0.00157525722146891,0.638911066314471
245,-0.611097373034482,0,-1.35028162601461,1.72882209591081,-0.251019496700398,1,1,0,0,6,2,2,1,-0.0184192729368272,-0.4541339022379
247,-0.580347499291097,0,-0.581275929454156,0.97560389870415,-0.191828294556139,0,1,4,0,3,NA,3,1,-0.0118735071300453,-0.64932050376511
248,-0.536381798142214,1,-1.45533316140109,-0.664767407037521,-0.377521870515182,1,0,0,0,6,3,3,2,-0.0091724564247508,-0.532208542848784
249,0.139006357599304,0,1.46413945881198,-0.526460748867742,-0.286384327885129,1,1,1,0,6,4,4,2,-0.0130698749546342,1.06832158967433
250,-0.556113390365899,0,-1.09642046946732,-0.211258627239773,-0.232013841278099,0,1,0,0,5,2,3,1,-0.0190868496965097,-0.711780216253816
251,0.222220088475572,1,0.0250630014862973,0.929397930520117,-0.342775013095165,1,1,2,0,6,3,3,2,-0.00799980514294003,-0.180872660099807
252,-0.584324888142734,0,0.978948623098934,1.39640581168122,-0.172167217477781,0,1,0,0,5,2,4,2,-0.0123153375380983,-0.664935431887286
253,-0.358895985383568,0,2.18172776557704,0.391164268517187,4.04066265266598,1,0,3,0,5,2,4,1,NA,-0.149642803855454
254,0.431927298617052,0,-0.58830040045751,-0.0965975056077348,-0.191948383904491,0,0,1,0,3,2,5,1,-0.0121220916339797,-0.469748830360077
255,0.631592670057994,0,0.688381160958046,-0.0725784998138873,-0.366871537193209,0,1,3,0,5,3,NA,2,-0.0136258961242119,-0.0247233788780401
256,-0.248652677218271,1,0.820228507925881,-1.44409610778162,-0.265754406238297,1,0,2,1,6,3,4,NA,0.00341487905715804,0.396879680420732
258,0.460763681668218,0,0.655200561366591,0.392810214821742,-0.25753075524615,0,0,1,0,4,2,3,1,0.00643390711377497,-0.329214477260486
259,-0.580148907368221,0,0.359063728057397,1.0059588860246,-0.354655892975497,1,1,1,0,4,2,2,1,0.0059323461535398,-0.766432464681435
261,-0.469961313880113,0,-1.00874630463986,-0.457364419666813,-0.334651516354829,0,1,0,0,4,2,3,1,-0.00796466952400937,-0.555630935032049
263,-0.0438703359293324,0,-0.557330271051159,0.181715827181228,-0.283063150167368,0,1,1,0,3,1,2,1,-0.022430003837762,-0.703972752192728
266,-0.803918283993456,1,0.0471130585868118,1.19335317154643,-0.274534342603103,0,1,2,0,4,2,3,1,-0.022057566277097,-0.516593614726607
269,0.189423913597861,1,-0.866589274754567,-2.15575326249842,-0.217761982452584,0,1,0,0,4,3,4,1,0.0149217942569491,0.716985706925355
270,-0.692451261339035,1,-0.47696302057986,-1.1972454284073,-0.153814352240363,0,1,4,1,5,1,2,2,-0.00182208494445679,-0.797662320925789
271,-0.528026453657494,0,-1.43027611641822,-0.736042645774948,-0.201641642008774,1,1,1,0,6,3,4,2,-0.00750351452554446,-0.500978686604431
272,0.382704037835119,0,-0.747328886734932,-0.208263059069048,-0.251556808714884,0,1,2,0,4,2,3,1,-0.00597072314969443,-0.126220411672189
274,-0.362345051218364,0,-0.959266606165592,-0.626971004850103,-0.206428717756398,0,1,3,1,5,2,5,1,-0.0129223053551255,-0.703972752192728
275,-0.217135390698152,1,-0.657039195141628,-0.743953714405183,-0.298554089286094,0,0,0,0,5,3,4,2,-0.00520652343795259,-0.251139836649603
277,-0.496271655258373,1,-1.30723531899725,-0.54008204310686,-0.300042936258416,1,1,1,0,6,3,2,2,0.00178546472924869,-0.0247233788780401
279,-0.57923610670792,0,-0.0434170914206371,0.75651710414619,-0.271791561000158,0,1,1,0,3,1,4,1,-0.0248833484295953,-0.906966817781026
280,-0.585933978782671,0,-1.31341188786807,-0.257095979715566,-0.325020732813059,1,1,NA,0,6,2,4,1,-0.0126271661561079,-0.149642803855454
283,0.692868565890704,0,1.49331351693181,-0.254043193722589,-0.327260113365852,1,1,4,NA,5,3,4,2,-0.0157674120980356,0.748215563169708
284,-0.422685391533873,0,-1.10828077612072,-0.444057751685815,-0.368950825793586,0,0,4,0,6,2,2,1,0.00697236047388733,-0.391674189749193
291,-0.388742035589181,0,-0.985131383679117,-0.189663732529006,-0.225204900817328,0,1,3,0,4,2,3,1,-0.0239276595946813,-0.74301007249817
293,0.239033288378505,0,-0.996120077152713,-1.55292062156334,-0.273266581263916,1,NA,1,0,6,3,4,2,-0.00234297049510382,0.670140922558825
295,-0.381622796292612,0,-1.41684705560848,-0.931553024659955,-0.176947378926079,1,1,0,0,5,2,4,1,0.00475969487172904,-0.0949905554278354
298,-0.247636535801219,0,-0.93087092861264,-0.876237508823944,-0.174564933043749,1,1,2,1,6,2,3,1,-0.0217887787922774,-0.274562228832868
301,-0.488263680263753,0,0.649240734517424,0.773024336632598,-0.372352497936532,0,1,0,0,4,2,5,1,-0.0156295047937328,-0.766432464681435
304,-0.307393438254524,0,-0.276100420827641,0.68076254434753,-0.267367451604288,0,0,1,0,1,1,3,1,-0.019490030923739,-0.906966817781026
305,-0.587509032559745,1,NA,-0.55148912915905,-0.299452373034878,1,1,2,0,6,3,3,2,-0.00769149008682349,-0.540016006909872
309,-0.280962134101308,0,0.224758254084979,0.811819885858963,-0.306002106943312,0,1,0,0,3,2,2,1,-0.000987613994853623,-0.821084713109054
311,-0.141865207377654,1,1.22235979190925,0.54308317508012,-0.339580916308569,0,1,0,0,5,3,3,2,-0.0180125781477048,-0.383866725688105
